index;nome;url;preco;preco_pix;preco_por_gb;modulos;capacidade;hash;2025-11-19;2025-11-20;2025-11-21;2025-11-22;2025-11-23;2025-11-24;2025-11-25;2025-11-26;2025-11-27;2025-11-28;2025-11-29;2025-11-30;2025-12-01;2025-12-02;2025-12-03;2025-12-04;2025-12-05;2025-12-06;2025-12-07;2025-12-08;2025-12-09;2025-12-10;2025-12-11;2025-12-12;2025-12-13;2025-12-14;2025-12-15;2025-12-16;2025-12-17;2025-12-18;2025-12-19;2025-12-20;2025-12-21;2025-12-22;2025-12-23;2025-12-24;2025-12-25;2025-12-26;2025-12-27;2025-12-28;2025-12-29;2025-12-30;2025-12-31;2026-01-01;2026-01-02;2026-01-03;2026-01-04;2026-01-05;2026-01-06;2026-01-07;2026-01-08;2026-01-09;2026-01-10;2026-01-11;2026-01-12;2026-01-13;2026-01-14;2026-01-15;2026-01-16;2026-01-17;2026-01-18;2026-01-19;2026-01-20;2026-01-21;2026-01-22;2026-01-23;2026-01-24;2026-01-25;2026-01-26;2026-01-27;2026-01-28;2026-01-29;2026-01-30;2026-01-31;2026-02-01;2026-02-02;2026-02-03;2026-02-04;2026-02-05;2026-02-06;2026-02-07;2026-02-08;2026-02-09;2026-02-10;2026-02-11;2026-02-12;2026-02-13;2026-02-14;2026-02-15;2026-02-16;2026-02-17;2026-02-18;2026-02-19;2026-02-20;2026-02-21;2026-02-22;2026-02-23;2026-02-24;2026-02-25;2026-02-26;2026-02-27;2026-02-28;2026-03-01;2026-03-02;2026-03-03;2026-03-04;2026-03-05;2026-03-06;2026-03-07;2026-03-08;2026-03-09;2026-03-10;2026-03-11;2026-03-12;2026-03-13;2026-03-14;2026-03-15;2026-03-16;2026-03-17;2026-03-18;2026-03-19;2026-03-20;2026-03-21;2026-03-22;2026-03-23;2026-03-24;2026-03-25;2026-03-26;2026-03-27;2026-03-28;2026-03-29;2026-03-30;2026-03-31;2026-04-01;2026-04-02;2026-04-03;2026-04-04;2026-04-05;2026-04-06;2026-04-07;2026-04-08;2026-04-09;2026-04-10;2026-04-11;2026-04-12;2026-04-13;2026-04-14;2026-04-15;2026-04-16;2026-04-17;2026-04-18;2026-04-19;2026-04-20;2026-04-21;2026-04-22;2026-04-23;2026-04-24;2026-04-25;2026-04-26;2026-04-27;2026-04-28;2026-04-29;2026-04-30;2026-05-01;2026-05-02;2026-05-03;2026-05-04;2026-05-05;2026-05-06;2026-05-07;2026-05-08;2026-05-09;2026-05-10;2026-05-11;2026-05-12;2026-05-13;2026-05-14;2026-05-15;2026-05-16;2026-05-17;2026-05-18
32;Patriot Viper (Vermelho / Preto);https://meupc.net/peca/190sX6/memoria-patriot-viper-pve2416g320c8;928.00;928.00;58.0;1x16 GB;16;190sX6;;412.00;412.00;412.00;412.00;412.00;412.00;412.00;412.00;429.90;429.90;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;599.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;289.00;830.00;830.00;899.99;899.99;899.99;669.95;669.95;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;959.99;959.99;928.00
33;PCYes PM163200D4WR (RGB);https://meupc.net/peca/Cx4dYn/memoria-pcyes-pm163200d4wr-pm163200d4wr;976.46;829.99;51.87;1x16 GB;16;Cx4dYn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;759.90;759.90;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;699.90;699.90;699.90;699.90;699.90;699.90;829.99;829.99;829.99;829.99;829.99;829.99
34;XPG Spectrix D41 (RGB);https://meupc.net/peca/beK9X7/memoria-xpg-spectrix-d41-ax4u32008g16adt41;1764.59;1499.90;93.74;2x8 GB;16;beK9X7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;;899.99;899.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;1369.99;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90
36;Redragon Rage (Branco);https://meupc.net/peca/BP9mEH/memoria-redragon-rage-gm-712;1723.46;1723.46;107.72;1x16 GB;16;BP9mEH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1200.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1100.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1100.00;1100.00;1100.00;1100.00;1100.00;999.00;999.00;999.00;999.00;999.00;999.00;999.00;899.10;899.10;899.10;899.10;899.10;899.10;899.10;899.10;849.15;799.00;799.00;799.00;900.00;899.00;862.00;862.00;862.00;862.00;862.00;862.00;862.00;862.00;862.00;862.00;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46;1723.46
40;Rise Mode Viper (Branco);https://meupc.net/peca/AMDGJ7/memoria-rise-mode-viper-rm-d4-16g-3200vp-w;1323.50;1124.99;70.31;1x16 GB;16;AMDGJ7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;463.99;;;;;;;;;463.99;463.99;;;;;;;;;;;;;;;;;;849.99;1203.99;1416.99;1338.99;989.99;989.99;990.00;990.00;990.00;990.00;990.00;990.00;990.00;990.00;990.00;990.00;990.00;799.99;799.99;799.99;1199.99;1199.99;1199.99;1199.99;1199.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;949.90;949.90;949.90;949.90;949.90;949.90;949.90;879.90;879.90;879.90;879.90;879.90;879.90;879.90;879.90;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1092.90;1092.90;1092.90;1092.90;981.99;1092.99;1092.99;1092.99;1092.99;1092.99;1092.99;999.90;999.90;999.90;999.90;1139.90;1139.90;1139.90;1139.90;1139.90;1139.90;1139.90;1139.90;1139.90;1139.90;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99;1124.99
42;Hiksemi Armor (Branco);https://meupc.net/peca/rdFBEy/memoria-hiksemi-armor-hsc416u32e2;1058.81;899.99;56.25;1x16 GB;16;rdFBEy;;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;459.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;579.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;899.99;899.99;899.99
43;Corsair VENGEANCE RGB PRO SL (Preto);https://meupc.net/peca/bgRr44/memoria-corsair-vengeance-rgb-pro-sl-cmh16gx4m2e3200c16;1529.40;1299.99;81.25;2x8 GB;16;bgRr44;;;;;;;;;;;;;;;;;;;;;;;;;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;974.99;1059.99;1059.99;1059.99;1059.99;1059.99;974.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1059.00;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1198.99;1198.99;1198.99;1198.99;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.99;1194.90;1193.99;1193.99;1193.99;1193.99;1193.99;1189.90;1189.90;1189.90;1189.90;1189.90;1189.90;1599.99;1193.99;1193.99;1193.99;1193.99;1193.99;1599.99;1599.99;1599.99;1599.99;1599.99;1599.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99
49;Kingston Fury Beast (Preto);https://meupc.net/peca/uzZsY2/memoria-kingston-fury-beast-kf432c16bb116wp;1152.93;979.99;61.25;1x16 GB;16;uzZsY2;;459.99;409.99;409.99;409.99;409.99;409.99;469.99;399.99;399.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;749.18;469.99;469.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;929.99;929.99;929.99;929.99;929.99;929.99;929.99;929.99;929.99;1019.99;1019.99;1019.99;1019.99;1019.99;1019.99;900.99;900.99;1019.99;1019.99;1019.99;1019.99;899.99;899.99;470.00;749.99;749.99;769.99;769.99;769.99;769.99;769.99;769.99;769.99;769.99;999.99;999.99;890.00;890.00;1150.00;1150.00;990.00;1150.00;1116.00;1116.00;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1199.90;1199.90;1199.90;1118.99;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;829.00;929.00;800.00;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1085.00;1085.00;1089.99;1085.00;1085.00;849.99;849.99;1085.00;1085.00;1085.00;1085.00;1085.00;1085.00;1089.99;1085.00;1085.00;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;979.99;979.99;979.99;979.99
51;Kingston Fury Beast (Preto);https://meupc.net/peca/uzZsY2/memoria-kingston-fury-beast-kf432c16bb116wp;1152.93;979.99;61.25;1x16 GB;16;uzZsY2;;459.99;409.99;409.99;409.99;409.99;409.99;469.99;399.99;399.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;469.99;749.18;469.99;469.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;699.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;829.99;929.99;929.99;929.99;929.99;929.99;929.99;929.99;929.99;929.99;1019.99;1019.99;1019.99;1019.99;1019.99;1019.99;900.99;900.99;1019.99;1019.99;1019.99;1019.99;899.99;899.99;470.00;749.99;749.99;769.99;769.99;769.99;769.99;769.99;769.99;769.99;769.99;999.99;999.99;890.00;890.00;1150.00;1150.00;990.00;1150.00;1116.00;1116.00;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1118.99;1199.90;1199.90;1199.90;1118.99;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;829.00;929.00;800.00;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1199.90;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1085.00;1085.00;1089.99;1085.00;1085.00;849.99;849.99;1085.00;1085.00;1085.00;1085.00;1085.00;1085.00;1089.99;1085.00;1085.00;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;979.99;979.99;979.99;979.99
52;Kingston Fury Beast RGB (RGB);https://meupc.net/peca/JpWWJq/memoria-kingston-fury-beast-rgb-kf432c16bb12a-16wp;1411.75;1199.99;75.0;1x16 GB;16;JpWWJq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;979.99;979.99;979.99;979.99;979.99;1109.99;1109.99;1109.99;1109.99;1109.99;1039.99;1029.99;1029.99;1029.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;949.99;949.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;949.99;949.99;949.99;949.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99
56;Redragon Flame (Preto);https://meupc.net/peca/AW1OfS/memoria-redragon-flame-gm-704;1058.71;899.90;56.24;1x16 GB;16;AW1OfS;;299.99;329.99;329.99;395.00;299.99;415.00;299.99;549.19;549.19;549.19;549.19;549.19;549.19;549.19;549.19;549.19;549.19;549.19;549.19;349.99;389.99;585.90;585.90;349.99;585.90;585.90;585.90;585.90;585.90;585.90;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;659.03;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;899.00;899.00;899.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;979.00;979.00;939.00;889.00;889.00;889.00;889.00;849.00;849.00;849.00;849.00;849.00;849.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;799.00;790.00;790.00;790.00;790.00;790.00;890.00;890.00;890.00;890.00;890.00;689.00;689.00;689.00;689.00;689.00;890.00;890.00;890.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;1299.00;;;;;;;;;;;;;;;;;;;;;;899.90;899.90;899.90;899.90;899.90;899.90;899.90;899.90;899.90;899.90;899.90;899.90;899.90
63;ADATA XPG Spectrix D50 (RGB);https://meupc.net/peca/bkIs66/memoria-adata-xpg-spectrix-d50-ax4u320016g16ast50;1411.75;1199.99;75.0;1x16 GB;16;bkIs66;;635.31;635.31;635.31;635.31;635.31;635.31;635.31;510.21;510.21;510.21;510.21;510.21;510.21;510.21;510.21;510.21;516.51;516.51;521.91;521.91;521.91;;;;;;;;;;;;770.99;770.99;770.99;770.99;770.99;770.99;770.99;770.99;770.99;770.99;770.99;699.99;699.99;699.99;699.99;699.99;699.99;746.99;;;;;;;879.99;879.99;909.99;909.99;907.99;907.99;907.99;907.99;1358.99;1358.99;1358.99;1291.99;1291.99;1291.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1162.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1149.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;999.99;999.99;999.99;999.99;999.99;866.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;1199.99;999.90;999.90;999.90;999.90;999.90
71;TeamGroup T-FORCE DELTA RGB (Branco);https://meupc.net/peca/bry8V2/memoria-team-t-force-delta-rgb-tf4d416g3200hc16cdc01;1987.86;1987.86;124.24;2x8 GB;16;bry8V2;;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1199.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1497.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;;;;;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86;1987.86
73;ADATA AD4U320016G22-SGN (Verde);https://meupc.net/peca/bptRCX/memoria-adata-ad4u320016g22-sgn-ad4u320016g22-sgn;930.00;930.00;58.13;1x16 GB;16;bptRCX;;491.00;339.99;339.99;432.51;380.51;380.51;472.22;453.51;453.51;453.51;453.51;453.51;453.51;453.51;509.64;509.64;509.64;509.64;509.64;509.64;679.00;639.90;639.90;639.90;639.90;639.90;438.90;639.90;1177.00;1177.00;1177.00;1177.00;1177.00;1177.00;1178.00;1178.00;1178.00;1178.00;1178.00;1178.00;1226.00;1226.00;779.00;760.09;779.00;779.00;779.00;779.00;779.00;779.00;1159.02;1159.02;1159.02;1159.02;1226.00;1851.90;750.00;750.00;948.00;948.00;948.00;948.00;948.00;948.00;948.00;948.00;948.00;948.00;639.90;639.90;639.90;639.90;639.90;639.90;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;750.00;948.00;948.00;1671.26;1671.26;1671.26;1671.26;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1069.00;1089.00;1089.00;1089.00;1089.00;1089.00;1089.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;960.00;940.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;899.00;899.00;899.00;899.00;899.00;899.00;911.62;911.62;911.62;911.62;911.62;911.62;911.62;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00
80;XPG Spectrix D41 (RGB);https://meupc.net/peca/bbkg63/memoria-xpg-spectrix-d41-ax4u320016g16ast41;1176.46;999.99;62.5;1x16 GB;16;bbkg63;;649.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;;;;799.99;799.99;799.99;799.99;799.99;;;;;;;;899.99;899.99;899.99;;;;899.99;899.99;;;;;;;;;;;;;;;;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;919.99;919.99;919.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1319.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;1009.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99
92;Corsair Vengeance RGB RS (RGB);https://meupc.net/peca/s79W9Z/memoria-corsair-vengeance-rgb-rs-cmg16gx4m2e3200c16;1528.22;1298.99;81.19;2x8 GB;16;s79W9Z;;799.99;799.99;799.99;799.99;799.99;799.99;279.90;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;799.99;899.99;899.99;899.99;899.99;899.99;899.99;899.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1159.99;;;;;;;;;;;;;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1059.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1129.99;1129.99;1129.99;1129.99;1129.99;1129.99;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1298.99;1298.99;1298.99;1298.99;1298.99;1298.99;1298.99;1298.99
